10000001.00,20000001.00,30000001.00,30000003.00,20000001.00,10000001.00
10000001.00,20000001.00,30000001.00,30000005.00,20000001.00,10000001.00
10000001.00,20000001.00,30000001.00,30000007.00,20000001.00,10000001.00
10000001.00,20000001.00,30000002.00,30000005.00,20000001.00,10000001.00
10000001.00,20000001.00,30000002.00,30002973.00,20000435.00,10000036.00
10000001.00,20000001.00,30000003.00,30000001.00,20000001.00,10000001.00
10000001.00,20000001.00,30000003.00,30000007.00,20000001.00,10000001.00
10000001.00,20000001.00,30000003.00,30000052.00,20000008.00,10000001.00
10000001.00,20000001.00,30000003.00,30000084.00,20000012.00,10000001.00
10000001.00,20000001.00,30000004.00,30000005.00,20000001.00,10000001.00
10000001.00,20000001.00,30000004.00,30002509.00,20000367.00,10000030.00
10000001.00,20000001.00,30000005.00,30000001.00,20000001.00,10000001.00
10000001.00,20000001.00,30000005.00,30000002.00,20000001.00,10000001.00
10000001.00,20000001.00,30000005.00,30000004.00,20000001.00,10000001.00
10000001.00,20000001.00,30000005.00,30000032.00,20000005.00,10000001.00
10000001.00,20000001.00,30000006.00,30000008.00,20000001.00,10000001.00
10000001.00,20000001.00,30000006.00,30000023.00,20000004.00,10000001.00
10000001.00,20000001.00,30000007.00,30000001.00,20000001.00,10000001.00
10000001.00,20000001.00,30000007.00,30000003.00,20000001.00,10000001.00
10000001.00,20000001.00,30000007.00,30000008.00,20000001.00,10000001.00
10000001.00,20000001.00,30000008.00,30000006.00,20000001.00,10000001.00
10000001.00,20000001.00,30000008.00,30000007.00,20000001.00,10000001.00
10000001.00,20000001.00,30000008.00,30000057.00,20000009.00,10000001.00
10000001.00,20000001.00,30000008.00,30000076.00,20000011.00,10000001.00
10000001.00,20000002.00,30000009.00,30000010.00,20000002.00,10000001.00
10000001.00,20000002.00,30000010.00,30000009.00,20000002.00,10000001.00
10000001.00,20000002.00,30000010.00,30000011.00,20000002.00,10000001.00
10000001.00,20000002.00,30000010.00,30000013.00,20000002.00,10000001.00
10000001.00,20000002.00,30000011.00,30000010.00,20000002.00,10000001.00
10000001.00,20000002.00,30000011.00,30000038.00,20000006.00,10000001.00
10000001.00,20000002.00,30000012.00,30000013.00,20000002.00,10000001.00
10000001.00,20000002.00,30000012.00,30000073.00,20000010.00,10000001.00
10000001.00,20000002.00,30000013.00,30000010.00,20000002.00,10000001.00
10000001.00,20000002.00,30000013.00,30000012.00,20000002.00,10000001.00
10000001.00,20000002.00,30000013.00,30000014.00,20000002.00,10000001.00
10000001.00,20000002.00,30000013.00,30000015.00,20000002.00,10000001.00
10000001.00,20000002.00,30000013.00,30000016.00,20000002.00,10000001.00
10000001.00,20000002.00,30000014.00,30000013.00,20000002.00,10000001.00
10000001.00,20000002.00,30000014.00,30000090.00,20000013.00,10000001.00
10000001.00,20000002.00,30000014.00,30000098.00,20000014.00,10000001.00
10000001.00,20000002.00,30000015.00,30000013.00,20000002.00,10000001.00
10000001.00,20000002.00,30000015.00,30000018.00,20000003.00,10000001.00
10000001.00,20000002.00,30000015.00,30000046.00,20000007.00,10000001.00
10000001.00,20000002.00,30000015.00,30001047.00,20000153.00,10000012.00
10000001.00,20000002.00,30000016.00,30000013.00,20000002.00,10000001.00
10000001.00,20000003.00,30000017.00,30000018.00,20000003.00,10000001.00
10000001.00,20000003.00,30000017.00,30000020.00,20000003.00,10000001.00
10000001.00,20000003.00,30000017.00,30000021.00,20000003.00,10000001.00
10000001.00,20000003.00,30000017.00,30000022.00,20000003.00,10000001.00
