10000001,0.86
10000001,0.75
10000001,0.85
10000001,0.82
10000001,0.81
10000001,0.86
10000001,0.91
10000001,0.88
10000001,0.58
10000001,0.54
10000001,0.46
10000001,0.32
10000001,0.44
10000001,0.36
10000001,0.29
10000001,0.39
10000001,0.17
10000001,0.23
10000001,0.11
10000001,0.16
10000001,0.19
10000001,0.11
10000001,0.87
10000001,0.84
10000001,0.80
10000001,0.70
10000001,0.75
10000001,0.77
10000001,0.57
10000001,0.57
10000001,0.68
10000001,0.80
10000001,0.75
10000001,0.78
10000001,0.59
10000001,0.42
10000001,0.42
10000001,0.42
10000001,0.40
10000001,0.39
10000001,0.36
10000001,0.47
10000001,0.38
10000001,0.13
10000001,0.22
10000001,0.30
10000001,0.37
10000001,0.49
10000001,0.21
10000001,0.48
10000001,0.65
10000001,0.80
10000001,0.73
10000001,0.72
10000001,0.73
10000001,0.61
10000001,0.77
10000001,0.70
10000001,0.67
10000001,0.55
10000001,0.72
10000001,0.45
10000001,0.51
10000001,0.57
10000001,0.36
10000001,0.63
10000001,0.40
10000001,0.60
10000001,0.54
10000001,0.39
10000001,0.53
10000001,0.36
10000001,0.43
10000001,0.43
10000001,0.30
10000001,0.82
10000001,0.82
10000001,0.78
10000001,0.77
10000001,0.75
10000001,0.71
10000001,0.77
10000001,0.73
10000001,0.79
10000001,0.67
10000001,0.66
10000001,0.70
10000001,0.66
10000001,0.30
10000001,0.32
10000001,0.22
10000001,0.24
10000001,0.37
10000001,0.21
10000001,0.28
10000001,0.21
10000001,0.33
10000001,0.36
10000001,0.44
10000001,0.31
10000001,0.50
10000001,0.24
10000001,0.53
10000001,0.23
10000001,0.43
10000001,0.51
10000001,0.47
10000001,0.35
10000001,0.49
10000001,0.41
10000001,0.42
10000001,0.46
10000001,0.41
10000001,0.34
10000001,0.27
10000001,0.29
10000001,0.25
10000001,0.43
10000002,0.67
10000002,0.63
10000002,0.64
10000002,0.66
10000002,0.65
10000002,0.73
10000002,0.61
10000002,0.65
10000002,0.75
10000002,0.61
10000002,0.95
10000002,0.87
10000002,0.61
10000002,0.91
10000002,0.97
10000002,0.82
10000002,0.73
10000002,0.66
10000002,0.63
10000002,0.99
10000002,0.96
10000002,0.91
10000002,1.00
10000002,0.95
10000002,0.96
10000002,0.95
10000002,1.00
10000002,0.65
10000002,0.63
10000002,0.74
10000002,0.70
10000002,0.59
10000002,0.70
